4,444.44,222.22
4.05,444.44,222.22
4.1,444.44,222.22
4.15,444.44,222.22
4.2,444.44,222.22
4.25,444.44,222.22
4.3,444.44,222.22
4.35,444.44,222.22
4.4,444.44,222.22
4.45,444.44,222.22
4.5,444.44,222.22
4.55,444.44,222.22
4.6,444.44,222.22
4.65,444.44,222.22
4.7,444.44,222.22
4.75,444.44,222.22
4.8,444.44,222.22
4.85,444.44,222.22
4.9,444.44,222.22
4.95,444.46,222.6
5,444.5,223.17
5.05,444.56,223.72
5.1,444.63,224.17
5.15,444.69,224.82
5.2,444.79,225.34
5.25,444.89,225.86
5.3,444.98,226.39
5.35,445.05,226.94
5.4,445.2,227.41
5.45,445.31,227.92
5.5,445.42,228.42
5.55,445.53,228.93
5.6,445.66,229.41
5.65,445.77,229.8
5.7,445.85,230.34
5.75,446.06,230.77
5.8,446.14,231.24
5.85,446.13,231.56
5.9,446.2,232.11
5.95,446.41,232.53
6,446.57,233.02
6.05,446.65,233.41
6.1,446.74,233.92
6.15,446.83,234.35
6.2,447.03,234.71
6.25,447.17,235.07
6.3,447.2,235.44
6.35,447.49,236
6.4,447.39,236.22
6.45,447.66,236.79
6.5,447.87,237.31
6.55,447.7,237.55
6.6,447.96,237.98
6.65,448.02,238.37
6.7,448.04,238.68
6.75,448.11,239.04
6.8,448.29,239.46
6.85,448.53,239.98
6.9,448.71,240.36
6.95,448.67,240.68
7,449.03,241.12
7.05,448.83,241.34
7.1,449.01,241.88
7.15,449.28,242.25
7.2,449.3,242.52
7.25,449.62,243.08
7.3,449.74,243.48
7.35,449.3,243.5
7.4,449.84,243.95
7.45,449.81,244.24
7.5,450.02,244.71
7.55,450.04,245.07
7.6,449.96,245.2
7.65,450.47,245.9
7.7,450.36,246.11
7.75,450.56,246.34
7.8,450.63,246.86
7.85,450.88,246.95
7.9,450.93,247.41
7.95,450.89,247.64
8,451.21,247.98
8.05,451.15,248.37
8.1,451.37,248.83
8.15,451.39,249.07
8.2,451.72,249.2
8.25,451.5,249.52
8.3,451.65,249.94
8.35,451.71,250.47
8.4,451.7,250.4
8.45,452.3,251.09
8.5,451.94,251.23
8.55,452.27,251.33
8.6,452.13,251.73
8.65,452.35,251.99
8.7,452.35,252.29
8.75,452.58,252.56
8.8,452.76,252.97
8.85,452.63,253.21
8.9,452.77,253.31
8.95,452.91,253.9
9,453.11,254.18
